TreeID,TreeHeight,TreeSpread,TreeNorth,TreeEast,FrmVigName,LocModName,TreeRem,TreePltDat,SpName,SpCmnName
AC4337,26,25,-32.00729867,115.8911488,Good form with good vigour,Could be better located but no problems,Existing,,Eucalyptus grandis, 
AC4338,6,3,-32.00728814,115.8898447,Good form with good vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC4339,8,3,-32.00731257,115.8924435,Good form with good vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4340,8,4,-32.00852872,115.8888652,Bifurcation of trunk & good vigour,Perfect suitability,Removed,,Acacia Species, 
AC4341,8,3,-32.00731773,115.8924566,Good form with good vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4342,4,5,-32.00730769,115.8912268,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4343,3,5,-32.00731524,115.8912022,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4344,1,1,-32.00731526,115.8911162,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Hakea laurina, 
AC4346,8,4,-32.00732915,115.892482,Good form with average vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC4347,7,6,-32.00733164,115.8924219,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4348,2.5,3,-32.00854366,115.896869,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Removed,,Acacia podalyriifolia, 
AC4349,2,5,-32.00732293,115.8910004,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4350,4,6,-32.00732504,115.8912194,Good form with good vigour,Perfect suitability,Existing,,Bauhinia species, 
AC4351,8,5,-32.00733746,115.8924668,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4352,14,17,-32.0073183,115.8937539,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Platanus acerifolia, 
AC4353,2,2,-32.00733578,115.892372,Slight imperfections in form,Perfect suitability,Existing,,Brachychiton species, 
AC4354,13,8,-32.00734327,115.8925517,Slight imperfections in form,Could be better located but no problems,Existing,,Corymbia calophylla, 
AC4355,14,12,-32.0073472,115.8928506,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus camaldulensis var. camadulensis, 
AC4356,1,2,-32.00733224,115.8910847,Perfect form and excellent vigour,Perfect suitability,Existing,,Banksia species, 
AC4357,24,20,-32.00733913,115.8910272,Good form with good vigour,Could be better located but no problems,Existing,,Eucalyptus grandis, 
AC4358,8,7,-32.00735315,115.8924793,Good form with good vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC4359,8,8,-32.00735264,115.8924073,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4360,9,9,-32.00736288,115.8933337,Slight imperfections in form,Could be better located but no problems,Existing,,Tipuana tipu, 
AC4361,2,4,-32.00854282,115.8968964,Bifurcation of trunk & excellent vigour,Perfect suitability,Removed,,Acacia Species, 
AC4362,2,4,-32.00734758,115.891103,Slight imperfections in form,Perfect suitability,Existing,,Eucalyptus forrestiana, 
AC4363,7,4,-32.00735347,115.8914574,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Eucalyptus spathulata, 
AC4364,2,1.5,-32.00736791,115.892839,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4365,6,7,-32.00853963,115.8885954,Good form with good vigour,Perfect suitability,Removed,,Acacia Species, 
AC4367,10,6,-32.00737206,115.8924345,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC4368,6,5,-32.00737776,115.8928206,Good form with good vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4369,21,13,-32.00735125,115.8896761,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4370,10,11,-32.00734016,115.8918979,Good form with good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4371,14,16,-32.00737184,115.893824,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Platanus acerifolia, 
AC4372,3,8,-32.00850259,115.8968711,Bifurcation of trunk & excellent vigour,Perfect suitability,Removed,,Acacia Species, 
AC4373,16,16,-32.00738223,115.8924512,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4374,8,4,-32.00738282,115.8924236,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4377,4,6,-32.00737413,115.8912259,Good vigour with poor form,Could be better located but no problems,Existing,,Eucalyptus grandis, 
AC4378,19,12,-32.00735703,115.8891663,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4379,8,8,-32.00738579,115.8924149,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4380,11,16,-32.00740171,115.8938838,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Platanus acerifolia, 
AC4382,1,1,-32.00738081,115.8911436,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus caesia, 
AC4384,4,6,-32.00738444,115.8912139,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4385,7,6,-32.00739697,115.8924692,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4386,8,8,-32.00739627,115.8923874,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4387,8,8,-32.00736914,115.888744,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4390,8,5,-32.00737694,115.8889194,Dead,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4391,21,9,-32.0073828,115.8895622,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4392,11,12,-32.00739801,115.8910715,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4393,8,10,-32.00741439,115.892791,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4394,10,6,-32.00741255,115.892486,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC4396,3,3,-32.00741619,115.8928382,Poor vigour with average form,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4397,7,7,-32.00738172,115.8888891,Poor form and poor vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4398,8,5,-32.00738212,115.8888616,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4399,7,7,-32.00852143,115.8919334,Good form with good vigour,Could be better located but no problems,Removed,,Eucalyptus grandis, 
AC4400,8,4,-32.00741498,115.892425,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Melaleuca quinquenervia, 
AC4401,2,1.5,-32.00742121,115.8928638,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Xanthorrhoea preissii, 
AC4402,9,6,-32.00740731,115.8912311,Slight imperfections in form,Could be better located but no problems,Existing,,Eucalyptus grandis, 
AC4404,4,3,-32.00741027,115.8911466,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Corymbia ficifolia, 
AC4405,8,8,-32.0074249,115.8924252,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Melaleuca quinquenervia, 
AC4406,18,10,-32.00739728,115.8891337,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4408,19,26,-32.00741401,115.8908655,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4409,7,4,-32.00739728,115.8888321,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4411,4,6,-32.00742084,115.8911956,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4412,10,5,-32.00743242,115.8924575,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4414,6,4,-32.00740406,115.8888789,Good form with average vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4416,21,11,-32.00741472,115.8896815,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4417,3,4,-32.0074741,115.892963,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Acacia baileyana, 
AC4418,21,10,-32.00741576,115.8896374,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4420,10,5,-32.00744379,115.8925226,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4421,18,21,-32.00743018,115.8907486,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Ficus microcarpa var.hillii, 
AC4422,8,6,-32.00741535,115.8890081,Good form with good vigour,Perfect suitability,Existing,,Casuarina cunninghamiana, 
AC4425,4,6,-32.00743699,115.8912563,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Melaleuca lanceolata, 
AC4427,7,4,-32.00741755,115.8887551,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4428,4,6,-32.00744006,115.8912215,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Banksia species, 
AC4431,7,5,-32.00742254,115.8889744,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4432,7,4,-32.00742129,115.8888038,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4434,9,11,-32.00745041,115.8919198,Good form with good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4435,1,1,-32.00744519,115.8910806,Perfect form and excellent vigour,Perfect suitability,Existing,,Eucalyptus caesia ssp. magna, 
AC4436,10,7,-32.00743794,115.8925604,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4437,8,5,-32.00745819,115.8924739,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia, 
AC4439,6,3,-32.00742816,115.8888418,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4442,8,6,-32.00743282,115.8889306,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4443,16,16,-32.00747728,115.8939319,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4444,3,4,-32.00746887,115.892731,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4448,3,4,-32.00852485,115.8957469,Bifurcation of trunk & excellent vigour,Perfect suitability,Removed,,Melaleuca nesophila, 
AC4449,4,9,-32.00747553,115.8932856,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Leptospermum laevigatum, 
AC4454,12,13,-32.00747289,115.8926482,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4455,21,12,-32.007445,115.8893606,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4456,3,4,-32.00747498,115.8927518,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4457,1,1,-32.00747543,115.8927503,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4458,20,19,-32.00746217,115.8911582,Good form with good vigour,Could be better located but no problems,Existing,,Eucalyptus grandis, 
AC4459,18,24,-32.00745948,115.8908229,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Ficus microcarpa var.hillii, 
AC4460,7,5,-32.00744341,115.8889843,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4461,1,1,-32.00746489,115.8911182,Slight imperfections & slightly reduced vigour,Perfect suitability,Existing,,Eucalyptus species, 
AC4462,3,4,-32.00851647,115.8957661,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Removed,,Melaleuca nesophila, 
AC4463,1.5,1,-32.00852827,115.8930646,Perfect form and excellent vigour,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4466,8,18,-32.00748983,115.8929978,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Tipuana tipu, 
AC4467,4,5,-32.00852654,115.8957474,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Removed,,Melaleuca nesophila, 
AC4468,1,1,-32.00747024,115.8912141,Perfect form and excellent vigour,Perfect suitability,Existing,,Hakea laurina, 
AC4469,5,4,-32.0074492,115.8887335,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4471,8,4,-32.00745226,115.8889608,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4472,10,10,-32.00130529,115.8880213,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4473,5,3,-32.00745163,115.8887765,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4474,6,3,-32.00745399,115.8888203,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4475,1,1,-32.00748818,115.8927235,Dead,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4478,4,2,-32.00746076,115.8887959,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4480,2,2,-32.00852452,115.8930591,Perfect form and excellent vigour,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4484,22,18,-32.00853144,115.8914854,Bifurcation of trunk & good vigour,Could be better located but no problems,Removed,,Eucalyptus grandis, 
AC4485,11,9,-32.00750106,115.8926093,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4486,3,3,-32.00748843,115.8910487,Perfect form and excellent vigour,Perfect suitability,Existing,,Melaleuca nesophila, 
AC4488,4,5,-32.00750125,115.8924919,Good form with poor vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4490,2,3,-32.00749047,115.8910436,Good vigour with poor form,Could be better located but no problems,Existing,,Banksia species, 
AC4493,6,4,-32.00747464,115.8888127,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4495,1,1,-32.00860829,115.8930617,Perfect form and excellent vigour,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4496,5,4,-32.00749299,115.8925199,Poor form and poor vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4498,1,2,-32.00860926,115.8930617,Slightly reduced vigour,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4502,16,10,-32.00752521,115.8938691,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Pinus pinaster, 
AC4503,8,6,-32.00748282,115.8889358,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4504,2,2,-32.00861907,115.8930632,Perfect form and excellent vigour,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4505,21,16,-32.00752829,115.8939632,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4506,20,16,-32.00754259,115.8924958,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4508,7,3,-32.00748858,115.8887739,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4509,11,8,-32.00752224,115.8925111,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4510,2,2,-32.00860477,115.8930621,Perfect form and excellent vigour,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4511,8,11,-32.00752529,115.8924768,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4512,1,1,-32.00860431,115.8930609,Dead,Perfect suitability,Removed,,Xanthorrhoea preissii, 
AC4514,1,1,-32.00754871,115.8930597,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4515,14,16,-32.00754017,115.8930592,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus camaldulensis var. camadulensis, 
AC4516,7,5,-32.00749968,115.8887934,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4517,3,3,-32.00756537,115.8930614,Good vigour with average form,Could be better located but no problems,Existing,,Eucalyptus caesia ssp. magna, 
AC4518,8,8,-32.00753577,115.8924651,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4519,2,6,-32.00752525,115.8911593,Perfect form and excellent vigour,Perfect suitability,Existing,,Acacia Species, 
AC4520,21,10,-32.00862616,115.8915019,Good form with good vigour,Could be better located but no problems,Removed,,Eucalyptus grandis, 
AC4522,7,6,-32.007507,115.8887325,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4523,12,17,-32.0075436,115.8925568,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4524,20,12,-32.0075157,115.8891144,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4526,4,6,-32.00752664,115.8924475,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4527,3,4,-32.00756155,115.8929516,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus caesia ssp. magna, 
AC4528,3,3,-32.0075385,115.8911576,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4529,16,15,-32.00753888,115.8910929,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4530,14,17,-32.0075408,115.8911731,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4532,8,10,-32.00755894,115.8925472,Good form with average vigour,Perfect suitability,Existing,,Agonis flexuosa, 
AC4534,6,4,-32.00752622,115.8887247,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4536,22,26,-32.0075136,115.892466,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus gomphocephala, 
AC4537,2,2,-32.00758111,115.8939154,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4538,21,13,-32.00754007,115.8893578,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4539,5,2,-32.00753689,115.8887561,Good form with good vigour,Perfect suitability,Existing,,Allocasuarina torulosa, 
AC4540,2,2,-32.00758346,115.8939332,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4541,10,10,-32.00757535,115.8919645,Good form with average vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4542,2,2,-32.00756836,115.8929729,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii, 
AC4543,21,13,-32.00759995,115.8939307,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4544,22,0.15,-32.00760171,115.8939488,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4545,10,8,-32.00862406,115.8885791,Good form with good vigour,Perfect suitability,Removed,,Acacia Species, 
AC4546,8,9,-32.00758506,115.8924812,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4547,10,8,-32.0076109,115.8937236,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua, 
AC4548,21,9,-32.00757717,115.8893393,Dead,Perfect suitability,Existing,,Pinus pinaster, 
AC4549,19,9,-32.00758437,115.8888139,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4550,10,11,-32.00761287,115.8920036,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4551,16,14,-32.00760544,115.8909189,Good form with good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4552,10,16,-32.0086272,115.8935441,Good form with good vigour,"Minor problems, e.g. lifting paving",Removed,,Eucalyptus camaldulensis var. camadulensis, 
AC4553,3,6,-32.00759102,115.8887826,Good vigour with average form,Perfect suitability,Existing,,Eucalyptus camaldulensis var. obtusa, 
AC4554,8,6,-32.00759749,115.8887048,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4555,6,3,-32.00762209,115.8912907,Slight imperfections in form,Perfect suitability,Existing,,Casuarina cunninghamiana, 
AC4556,8,7,-32.00760241,115.8888305,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4559,4,4,-32.007625,115.8911123,Good form with average vigour,Could be better located but no problems,Existing,,Eucalyptus erythrocorys, 
AC4560,8,6,-32.0076059,115.8888214,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4562,10,11,-32.00760983,115.8887294,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4563,5,5,-32.00763261,115.8912125,Good form with average vigour,Perfect suitability,Existing,,Acacia baileyana purpurea, 
AC4564,12,12,-32.00764476,115.8926027,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Eucalyptus camaldulensis var. camadulensis, 
AC4566,8,10,-32.00862114,115.892508,Bifurcation of trunk & average vigour,"Minor problems, e.g. lifting paving",Removed,,Agonis flexuosa, 
AC4569,4,2,-32.0076234,115.8887425,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4571,18,16,-32.00768783,115.8935901,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Pinus pinaster, 
AC4573,5,5,-32.00766881,115.8930432,Slight imperfections in form,Perfect suitability,Existing,,Eucalyptus caesia ssp. magna, 
AC4574,5,9,-32.00765386,115.8912702,Slight imperfections in form,Perfect suitability,Existing,,Banksia species, 
AC4575,3,8,-32.00765564,115.8911315,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC4576,2,2,-32.00765285,115.8907869,Good vigour with average form,Perfect suitability,Existing,,Agonis flexuosa, 
AC4577,8,8,-32.00763501,115.8886919,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4579,4,8,-32.00862468,115.893691,Slight imperfections in form,"Minor problems, e.g. lifting paving",Removed,,Acacia podalyriifolia, 
AC4580,12,11,-32.00766122,115.8911795,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4581,4,2,-32.00764143,115.8887177,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4582,20,9,-32.0076912,115.8939391,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4583,11,12,-32.00767465,115.8920043,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Ficus microcarpa var.hillii, 
AC4584,8,7,-32.00764752,115.8887866,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4585,21,12,-32.00765351,115.889352,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4586,6,8,-32.0085537,115.8960004,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Removed,,Callistemon viminalis, 
AC4587,5,6,-32.00766079,115.8925282,Bifurcation of trunk & poor vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4588,18,18,-32.00769686,115.8937751,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4589,10,9,-32.00768057,115.8913241,Bifurcation of trunk & good vigour,Could be better located but no problems,Existing,,Casuarina cunninghamiana, 
AC4590,21,10,-32.00766683,115.8892313,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4591,21,8,-32.00766698,115.8891233,Good form with average vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4592,4,9,-32.00768741,115.8912833,Good form with good vigour,Perfect suitability,Existing,,Banksia species, 
AC4593,8,10,-32.00770019,115.8925736,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4594,20,12,-32.00766746,115.8888122,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4595,8,6,-32.00767071,115.8887938,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4596,4,3,-32.00854669,115.8933088,Good form with poor vigour,Could be better located but no problems,Removed,,Eucalyptus caesia ssp. magna, 
AC4597,5,7,-32.00769421,115.8912219,Slight imperfections in form,Perfect suitability,Existing,,Banksia species, 
AC4598,21,9,-32.00767855,115.8893655,Good vigour with average form,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4599,3,3,-32.00854647,115.892875,Good vigour with average form,Could be better located but no problems,Removed,,Eucalyptus caesia ssp. magna, 
AC4600,12,7,-32.00769372,115.8908803,Good form with good vigour,Perfect suitability,Existing,,Ficus microcarpa var.hillii, 
AC4601,5,3,-32.00769746,115.8911167,Bifurcation of trunk & average vigour,Perfect suitability,Existing,,Eucalyptus erythrocorys, 
AC4602,5,7,-32.00769723,115.8886314,Good form with good vigour,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4603,21,11,-32.00768408,115.8893383,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4604,21,13,-32.00768754,115.8890226,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4605,18,11,-32.00773248,115.8936672,Good form with good vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4606,3,4,-32.00854534,115.8933049,Good form with poor vigour,Could be better located but no problems,Removed,,Eucalyptus caesia ssp. magna, 
AC4607,22,16,-32.0077129,115.8926314,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Pinus pinaster, 
AC4608,21,10,-32.00769291,115.8889111,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4609,2,3,-32.00855632,115.8930634,Poor form with average vigour,Could be better located but no problems,Removed,,Eucalyptus caesia ssp. magna, 
AC4610,20,8,-32.0077001,115.8887785,Good form with average vigour,Could be better located but no problems,Existing,,Pinus pinaster, 
AC4611,7,8,-32.00773555,115.8927881,Bifurcation of trunk & average vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4612,3,3,-32.00774982,115.8943916,Good form with good vigour,Could be better located but no problems,Existing,,Agonis flexuosa, 
AC4613,6,10,-32.00773542,115.8925893,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Agonis flexuosa, 
AC4614,4,6,-32.0085424,115.8931553,Good form with good vigour,"Minor problems, e.g. lifting paving",Removed,,Eucalyptus caesia ssp. magna, 
AC4615,21,11,-32.00770685,115.8889604,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
AC4616,3,6,-32.00857642,115.8927406,Good form with good vigour,Perfect suitability,Removed,,Agonis flexuosa, 
AC4617,4,3,-32.00857304,115.8929173,Good form with good vigour,Perfect suitability,Removed,,Eucalyptus caesia ssp. magna, 
AC4618,4,6,-32.0077291,115.891163,Dead,Perfect suitability,Existing,,Banksia species, 
AC4619,3,6,-32.00776095,115.8930607,Good vigour with average form,Could be better located but no problems,Existing,,Eucalyptus caesia ssp. magna, 
AC4620,5,8,-32.00860276,115.8959232,Dead,"Minor problems, e.g. lifting paving",Removed,,Acacia baileyana purpurea, 
AC4621,4,6,-32.00773304,115.8912594,Good form with good vigour,Perfect suitability,Existing,,Acacia baileyana purpurea, 
AC4622,3,1.5,-32.00771259,115.8888336,Good vigour with average form,Perfect suitability,Existing,,Eucalyptus rudis, 
AC4623,2,2,-32.00857319,115.8930059,Good vigour with average form,Perfect suitability,Removed,,Eucalyptus caesia ssp. magna, 
AC4624,20,18,-32.00774722,115.8926335,Good form with good vigour,Could be better located but no problems,Existing,,Eucalyptus gomphocephala, 
AC4625,21,10,-32.00772169,115.8891514,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster, 
